userId,productId,productScore
10685,8,2.3
10685,6,3.1
10685,195,3.4
10685,146,1.8
10685,75,3.5
10685,133,2.3
10685,67,2.4
10685,29,2.7
10685,188,4.8
10685,138,3.2
10685,19,4
10685,58,3.6
10685,17,3.4
10685,93,2.1
10685,130,3
10685,15,2
10685,37,2.5
10685,94,2.3
10685,149,3.2
10685,3,2.4
10685,87,3.2
10685,52,3.5
10685,101,3.5
10685,21,1.7
10685,78,2.2
10685,23,4.6
10685,129,3.4
10685,123,3.2
10685,196,3.7
10685,51,4.8
10685,76,3
10685,40,3.5
10685,90,1.8
10685,20,3.5
10685,108,2.7
10685,193,2.9
10685,147,3.1
10685,168,2.3
10685,33,1.7
10685,48,3.4
10685,165,3.6
10685,106,3.6
10685,172,3.1
10685,200,2.5
10685,158,2.7
10685,150,2.8
10685,176,2.8
10685,152,2.1
10685,46,4.2
10685,140,2.9
10685,14,2.9
10685,103,3.8
10685,91,4.2
10685,171,2.4
10835,177,2.4
10835,40,3.5
10835,102,4.1
10835,51,4.8
10835,136,4.6
10835,70,2.6
10835,140,2.9
10835,7,2.6
10835,111,3.6
10835,65,3.4
10835,39,2.4
10835,96,3.2
10835,130,3
10835,73,2.5
10835,61,3.4
10835,149,3.2
10835,94,2.3
10835,117,3.4
10835,8,2.3
10835,44,3
10835,52,3.5
10835,166,3.3
10835,147,3.1
10835,25,2.9
10835,160,2.6
10835,133,2.3
10835,19,4
10835,134,3.2
10835,109,3.9
10835,69,4.5
10835,135,2.6
10835,151,2
10835,150,2.8
10835,131,2.6
10835,137,2.2
10835,6,3.1
10835,127,4
10835,74,4.2
10835,157,4.1
10835,30,4.3
10835,113,2.4
10835,15,2
10835,178,2.6
10835,154,2.9
10835,20,3.5
10835,81,3
10835,10,3.5
10835,24,2.8
10835,164,2.9
10835,31,3.1
10835,56,2.2
10835,41,1.9
10835,95,4.3
10835,152,2.1
10835,32,2.2
10835,124,3.2
10835,55,3.5
10835,122,2.3
10835,186,3.3
10835,182,2.5
10835,93,2.1
10835,119,2.8
10835,1,3.6
10835,196,3.7
10835,110,1.7
10835,165,3.6
10835,172,3.1
10835,57,2.3
10835,62,3.4
10835,76,3
10835,35,2.8
10835,155,2.2
10835,28,3.2
10835,114,3.8
10835,29,2.7
10835,105,2.6
10010,159,3
10010,26,2.3
10010,171,2.4
10010,84,4.5
10010,141,3.5
10010,68,3.5
10010,133,2.3
10010,189,2.9
10010,109,3.9
10010,172,3.1
10010,48,3.4
10010,9,3
10010,1,3.6
10010,86,2.5
10010,190,3.9
10010,185,2.7
10010,112,3
10010,43,3.6
10010,131,2.6
10010,11,2.2
10010,28,3.2
10010,137,2.2
10010,116,3.1
10010,102,4.1
10010,66,3.3
10010,143,2.6
10010,192,3.4
10010,44,3
10010,184,2.3
10010,170,2.6
10010,13,2.4
10792,162,3.3
10792,51,4.8
10792,21,1.7
10792,82,3.3
10792,127,4
10792,102,4.1
10792,114,3.8
10792,40,3.5
10792,183,2.4
10792,22,2.3
10792,189,2.9
10792,178,2.6
10792,130,3
10792,151,2
10792,142,2.2
10792,149,3.2
10792,176,2.8
10792,16,1.5
10792,136,4.6
10792,41,1.9
10792,164,2.9
10792,166,3.3
10792,186,3.3
10792,165,3.6
10792,12,3.2
10792,85,4.7
10792,69,4.5
10792,43,3.6
10792,78,2.2
10792,93,2.1
10792,50,1.9
10792,116,3.1
10792,123,3.2
10792,72,3.6
10966,17,3.4
10966,40,3.5
10966,103,3.8
10966,158,2.7
10966,144,3.3
10966,70,2.6
10966,28,3.2
10966,181,1.5
10966,129,3.4
10966,4,2.8
10966,8,2.3
10966,153,3.2
10966,136,4.6
10966,64,1.5
10966,32,2.2
10966,111,3.6
10966,18,3
10966,5,3.8
10966,105,2.6
10966,60,2.9
10966,120,2.8
10966,100,3.1
10966,66,3.3
10966,90,1.8
10966,183,2.4
10966,74,4.2
10966,142,2.2
10966,7,2.6
10966,143,2.6
10966,130,3
10966,21,1.7
10966,77,4.1
10966,57,2.3
10966,59,2.2
10966,65,3.4
10966,97,2.7
10966,189,2.9
10966,138,3.2
10966,76,3
10966,23,4.6
10966,171,2.4
10966,199,3.8
10966,185,2.7
10966,160,2.6
10966,22,2.3
10966,108,2.7
10966,56,2.2
10966,186,3.3
10966,116,3.1
10966,52,3.5
10966,9,3
10966,27,3.2
10966,141,3.5
10966,45,3.1
10966,91,4.2
10966,15,2
10966,61,3.4
10966,75,3.5
10966,155,2.2
10966,3,2.4
10966,85,4.7
10966,163,4.1
10966,89,3.8
10966,34,3.6
10966,117,3.4
10966,55,3.5
10966,198,3.4
10966,190,3.9
10966,184,2.3
10966,86,2.5
10966,168,2.3
10966,43,3.6
10966,188,4.8
10966,30,4.3
10966,110,1.7
10966,135,2.6
10966,6,3.1
10966,148,2.3
10966,94,2.3
10966,182,2.5
10966,83,3.5
10966,147,3.1
10575,82,3.3
10575,141,3.5
10575,160,2.6
10575,156,1.4
10575,94,2.3
10575,38,3.1
10575,117,3.4
10575,188,4.8
10575,139,3.2
10575,129,3.4
10575,20,3.5
10575,3,2.4
10575,168,2.3
10575,70,2.6
10575,159,3
10575,148,2.3
10575,102,4.1
10575,16,1.5
10575,134,3.2
10575,31,3.1
10575,79,3.4
10575,57,2.3
10575,140,2.9
10575,83,3.5
10575,167,4.1
10575,108,2.7
10575,88,2.7
10575,178,2.6
10575,109,3.9
10575,55,3.5
10575,191,2.3
10575,96,3.2
10575,126,3.1
10575,137,2.2
10575,185,2.7
10575,197,3.7
10575,11,2.2
10575,194,3.1
10575,58,3.6
10575,164,2.9
10575,142,2.2
10575,157,4.1
10575,150,2.8
10575,163,4.1
10575,187,2.2
10575,33,1.7
10575,76,3
10575,133,2.3
10575,44,3
10575,175,1.1
10575,189,2.9
10575,12,3.2
10575,92,3
10575,190,3.9
10575,118,2.8
10575,107,2.8
10575,114,3.8
10575,146,1.8
10575,56,2.2
10575,120,2.8
10575,32,2.2
10575,127,4
10575,183,2.4
10575,90,1.8
10575,42,3.6
10294,53,1.8
10294,17,3.4
10294,43,3.6
10294,149,3.2
10294,66,3.3
10294,47,4.1
10294,189,2.9
10294,12,3.2
10294,142,2.2
10294,162,3.3
10294,8,2.3
10294,143,2.6
10294,153,3.2
10294,168,2.3
10294,120,2.8
10294,61,3.4
10294,88,2.7
10294,77,4.1
10294,144,3.3
10294,26,2.3
10294,24,2.8
10294,23,4.6
10294,85,4.7
10294,9,3
10294,42,3.6
10294,112,3
10294,35,2.8
10294,94,2.3
10294,186,3.3
10294,139,3.2
10294,15,2
10294,7,2.6
10294,6,3.1
10294,167,4.1
10294,148,2.3
10294,5,3.8
10294,76,3
10294,39,2.4
10294,3,2.4
10294,116,3.1
10294,48,3.4
10294,177,2.4
10294,199,3.8
10294,140,2.9
10294,184,2.3
10680,193,2.9
10680,2,4
10680,54,2.5
10680,53,1.8
10680,32,2.2
10680,55,3.5
10680,47,4.1
10680,73,2.5
10680,23,4.6
10680,179,4
10680,28,3.2
10680,118,2.8
10680,172,3.1
10680,126,3.1
10680,56,2.2
10680,41,1.9
10680,169,2.4
10680,27,3.2
10680,111,3.6
10680,119,2.8
10680,3,2.4
10680,165,3.6
10680,36,2.5
10680,104,2
10680,158,2.7
10680,14,2.9
10680,125,2.5
10680,155,2.2
10680,89,3.8
10680,52,3.5
10680,156,1.4
10680,4,2.8
10680,175,1.1
10680,21,1.7
10680,139,3.2
10680,25,2.9
10680,85,4.7
10680,37,2.5
10680,127,4
10680,6,3.1
10680,160,2.6
10680,12,3.2
10680,120,2.8
10680,182,2.5
10680,101,3.5
10680,167,4.1
10680,87,3.2
10680,5,3.8
10680,108,2.7
10680,72,3.6
10680,147,3.1
10680,144,3.3
10680,63,2.6
10680,57,2.3
10680,112,3
10680,174,3.3
10680,98,2.3
10680,34,3.6
10680,192,3.4
10680,154,2.9
10680,186,3.3
10680,115,2.7
10680,97,2.7
10680,26,2.3
10680,51,4.8
10680,29,2.7
10680,71,3.1
10680,1,3.6
10680,189,2.9
10680,61,3.4
10680,68,3.5
10680,49,2.8
10680,64,1.5
10680,143,2.6
10680,78,2.2
10680,166,3.3
10680,18,3
10680,106,3.6
10680,168,2.3
10680,187,2.2
10680,116,3.1
10680,105,2.6
10680,131,2.6
10680,43,3.6
10680,109,3.9
10680,153,3.2
10680,184,2.3
10680,59,2.2
10680,86,2.5
10680,113,2.4
10680,77,4.1
10680,67,2.4
10680,88,2.7
10680,183,2.4
10680,95,4.3
10680,142,2.2
10331,25,2.9
10331,43,3.6
10331,24,2.8
10331,163,4.1
10331,140,2.9
10331,118,2.8
10331,197,3.7
10331,109,3.9
10331,158,2.7
10331,137,2.2
10331,161,2.9
10331,193,2.9
10331,31,3.1
10331,47,4.1
10331,90,1.8
10331,127,4
10331,3,2.4
10331,149,3.2
10331,172,3.1
10331,155,2.2
10331,124,3.2
10331,141,3.5
10331,62,3.4
10331,23,4.6
10331,98,2.3
10331,35,2.8
10331,189,2.9
10331,81,3
10331,95,4.3
10331,77,4.1
10331,195,3.4
10331,34,3.6
10331,176,2.8
10331,57,2.3
10331,32,2.2
10331,39,2.4
10331,51,4.8
10331,154,2.9
10331,9,3
10331,191,2.3
10331,96,3.2
10331,168,2.3
10331,178,2.6
10331,108,2.7
10331,128,1.9
10331,170,2.6
10331,143,2.6
10331,7,2.6
10331,93,2.1
10331,190,3.9
10331,20,3.5
10331,8,2.3
10331,92,3
10331,30,4.3
10331,37,2.5
10331,194,3.1
10331,71,3.1
10331,42,3.6
10331,53,1.8
10331,126,3.1
10331,130,3
10331,182,2.5
10331,26,2.3
10331,14,2.9
10331,75,3.5
10331,54,2.5
10331,116,3.1
10331,72,3.6
10331,167,4.1
10331,67,2.4
10331,41,1.9
10331,79,3.4
10331,115,2.7
10331,147,3.1
10331,68,3.5
10331,139,3.2
10331,145,3.2
10331,123,3.2
10331,131,2.6
10331,101,3.5
10331,129,3.4
10331,19,4
10331,169,2.4
10331,22,2.3
10331,99,1.5
10331,114,3.8
10331,21,1.7
10331,192,3.4
10331,40,3.5
10331,105,2.6
10331,106,3.6
10331,177,2.4
10331,12,3.2
10331,59,2.2
10331,52,3.5
10331,38,3.1
10331,44,3
10331,185,2.7
10642,185,2.7
10642,1,3.6
10642,50,1.9
10642,154,2.9
10642,74,4.2
10642,49,2.8
10642,6,3.1
10642,29,2.7
10642,66,3.3
10642,76,3
10642,172,3.1
10642,43,3.6
10642,140,2.9
10642,152,2.1
10642,97,2.7
10642,56,2.2
10642,182,2.5
10642,35,2.8
10642,71,3.1
10642,116,3.1
10642,109,3.9
10642,187,2.2
10642,48,3.4
10642,37,2.5
10642,169,2.4
10642,11,2.2
10642,164,2.9
10642,102,4.1
10642,181,1.5
10642,5,3.8
10642,141,3.5
10642,146,1.8
10642,175,1.1
10642,95,4.3
10642,105,2.6
10642,200,2.5
10642,20,3.5
10642,7,2.6
10642,27,3.2
10642,192,3.4
10642,162,3.3
10642,23,4.6
10642,138,3.2
10642,156,1.4
10642,51,4.8
10642,121,2.8
10642,119,2.8
10642,166,3.3
10642,40,3.5
10642,188,4.8
10851,171,2.4
10851,172,3.1
10851,10,3.5
10851,63,2.6
10851,143,2.6
10851,173,2.7
10851,115,2.7
10851,81,3
10851,22,2.3
10851,72,3.6
10851,77,4.1
10851,188,4.8
10851,110,1.7
10851,69,4.5
10851,160,2.6
10851,170,2.6
10851,125,2.5
10851,153,3.2
10851,184,2.3
10851,155,2.2
10851,135,2.6
10851,58,3.6
10851,88,2.7
10851,38,3.1
10851,151,2
10851,56,2.2
10851,199,3.8
10851,35,2.8
10851,24,2.8
10851,100,3.1
10851,124,3.2
10851,137,2.2
10851,138,3.2
10851,36,2.5
10851,37,2.5
10988,80,1.4
10988,3,2.4
10988,146,1.8
10988,67,2.4
10988,188,4.8
10988,165,3.6
10988,54,2.5
10988,9,3
10988,16,1.5
10988,48,3.4
10988,99,1.5
10988,180,4.8
10988,22,2.3
10988,79,3.4
10988,58,3.6
10988,65,3.4
10988,175,1.1
10988,134,3.2
10988,131,2.6
10988,107,2.8
10988,109,3.9
10988,199,3.8
10988,75,3.5
10988,114,3.8
10988,111,3.6
10988,118,2.8
10988,87,3.2
10988,46,4.2
10988,60,2.9
10988,88,2.7
10988,182,2.5
10988,4,2.8
10988,113,2.4
10988,197,3.7
10988,94,2.3
10988,192,3.4
10988,20,3.5
10988,37,2.5
10988,62,3.4
10988,102,4.1
10988,26,2.3
10988,154,2.9
10988,159,3
10988,110,1.7
10988,161,2.9
10988,19,4
10988,143,2.6
10988,147,3.1
10988,190,3.9
10988,83,3.5
10988,173,2.7
10988,89,3.8
10988,71,3.1
10988,145,3.2
10988,56,2.2
10988,25,2.9
10988,116,3.1
10988,187,2.2
10988,132,1.7
10988,106,3.6
10988,33,1.7
10988,194,3.1
10988,124,3.2
10988,200,2.5
10988,153,3.2
10988,112,3
10988,21,1.7
10988,78,2.2
10988,115,2.7
10988,172,3.1
10988,74,4.2
10988,179,4
10988,35,2.8
10988,44,3
10988,39,2.4
10988,82,3.3
10988,43,3.6
10988,181,1.5
10988,34,3.6
10988,155,2.2
10988,141,3.5
10988,139,3.2
10988,167,4.1
10988,156,1.4
10988,158,2.7
10988,84,4.5
10988,193,2.9
10988,148,2.3
10988,126,3.1
10988,120,2.8
10721,13,2.4
10721,186,3.3
10721,131,2.6
10721,91,4.2
10721,61,3.4
10721,86,2.5
10721,149,3.2
10721,133,2.3
10721,97,2.7
10721,140,2.9
10721,145,3.2
10721,115,2.7
10721,87,3.2
10721,15,2
10721,34,3.6
10721,158,2.7
10721,78,2.2
10721,132,1.7
10721,62,3.4
10721,185,2.7
10721,114,3.8
10721,123,3.2
10721,49,2.8
10721,199,3.8
10721,200,2.5
10721,129,3.4
10721,79,3.4
10721,8,2.3
10721,160,2.6
10721,42,3.6
10721,7,2.6
10721,111,3.6
10721,90,1.8
10721,23,4.6
10721,5,3.8
10721,152,2.1
10721,116,3.1
10721,142,2.2
10721,100,3.1
10721,47,4.1
10721,12,3.2
10721,190,3.9
10721,124,3.2
10781,58,3.6
10781,102,4.1
10781,84,4.5
10781,135,2.6
10781,182,2.5
10781,80,1.4
10781,155,2.2
10781,162,3.3
10781,31,3.1
10781,193,2.9
10781,87,3.2
10781,196,3.7
10781,83,3.5
10781,17,3.4
10781,121,2.8
10781,29,2.7
10781,30,4.3
10781,93,2.1
10781,191,2.3
10781,171,2.4
10781,199,3.8
10781,50,1.9
10781,177,2.4
10781,95,4.3
10781,36,2.5
10781,166,3.3
10781,7,2.6
10781,125,2.5
10781,15,2
10781,178,2.6
10781,92,3
10781,176,2.8
10781,137,2.2
10781,154,2.9
10781,188,4.8
10781,68,3.5
10781,170,2.6
10781,10,3.5
10781,194,3.1
10781,73,2.5
10781,81,3
10781,107,2.8
10781,116,3.1
10781,118,2.8
10781,64,1.5
10781,91,4.2
10781,97,2.7
10781,157,4.1
10757,186,3.3
10757,173,2.7
10757,90,1.8
10757,97,2.7
10757,44,3
10757,184,2.3
10757,161,2.9
10757,23,4.6
10757,95,4.3
10757,193,2.9
10757,16,1.5
10757,30,4.3
10757,102,4.1
10757,60,2.9
10757,110,1.7
10757,75,3.5
10757,172,3.1
10757,93,2.1
10757,133,2.3
10757,92,3
10757,114,3.8
10757,135,2.6
10757,51,4.8
10757,55,3.5
10757,122,2.3
10757,66,3.3
10757,35,2.8
10757,13,2.4
10757,162,3.3
10757,56,2.2
10757,192,3.4
10757,7,2.6
10757,41,1.9
10757,126,3.1
10757,198,3.4
10757,136,4.6
10757,49,2.8
10757,160,2.6
10757,166,3.3
10757,69,4.5
10757,185,2.7
10757,197,3.7
10757,171,2.4
10757,159,3
10757,53,1.8
10757,36,2.5
10757,175,1.1
10757,31,3.1
10757,142,2.2
10757,151,2
10757,77,4.1
10757,24,2.8
10757,40,3.5
10757,191,2.3
10757,57,2.3
10757,146,1.8
10757,32,2.2
10757,98,2.3
10757,200,2.5
10757,128,1.9
10757,22,2.3
10757,144,3.3
10757,54,2.5
10757,165,3.6
10757,9,3
10757,39,2.4
10757,157,4.1
10757,106,3.6
10757,79,3.4
10757,177,2.4
10757,195,3.4
10757,152,2.1
10757,150,2.8
10757,29,2.7
10757,155,2.2
10550,50,1.9
10550,199,3.8
10550,88,2.7
10550,102,4.1
10550,152,2.1
10550,113,2.4
10550,135,2.6
10550,43,3.6
10550,198,3.4
10550,30,4.3
10550,161,2.9
10550,29,2.7
10550,25,2.9
10550,71,3.1
10550,118,2.8
10550,158,2.7
10550,87,3.2
10550,192,3.4
10550,84,4.5
10550,126,3.1
10550,69,4.5
10550,187,2.2
10550,64,1.5
10550,127,4
10550,94,2.3
10550,16,1.5
10550,116,3.1
10550,9,3
10550,175,1.1
10550,180,4.8
10550,42,3.6
10550,59,2.2
10550,101,3.5
10550,157,4.1
10550,47,4.1
10550,108,2.7
10550,125,2.5
10550,123,3.2
10550,109,3.9
10550,110,1.7
10550,132,1.7
10550,82,3.3
10550,136,4.6
10550,38,3.1
10550,111,3.6
10550,1,3.6
10550,33,1.7
10550,156,1.4
10550,17,3.4
10550,138,3.2
10550,63,2.6
10550,78,2.2
10550,193,2.9
10550,19,4
10550,130,3
10550,129,3.4
10550,147,3.1
10550,53,1.8
10550,6,3.1
10550,165,3.6
10550,121,2.8
10550,93,2.1
10550,48,3.4
10550,10,3.5
10550,106,3.6
10550,169,2.4
10550,56,2.2
10550,133,2.3
10550,115,2.7
10550,112,3
10550,166,3.3
10550,173,2.7
10550,179,4
10550,148,2.3
10550,170,2.6
10550,11,2.2
10550,150,2.8
10550,163,4.1
10550,79,3.4
10550,55,3.5
10550,39,2.4
10550,40,3.5
10550,58,3.6
10550,31,3.1
10550,191,2.3
10550,62,3.4
10550,14,2.9
10550,36,2.5
10550,128,1.9
10550,119,2.8
10550,153,3.2
10446,80,1.4
10446,134,3.2
10446,25,2.9
10446,27,3.2
10446,88,2.7
10446,38,3.1
10446,171,2.4
10446,63,2.6
10446,5,3.8
10446,59,2.2
10446,44,3
10446,92,3
10446,125,2.5
10446,118,2.8
10446,102,4.1
10446,148,2.3
10446,149,3.2
10446,119,2.8
10446,127,4
10446,33,1.7
10446,66,3.3
10446,104,2
10446,15,2
10446,100,3.1
10446,183,2.4
10446,40,3.5
10446,86,2.5
10446,37,2.5
10446,105,2.6
10446,172,3.1
10446,146,1.8
10446,191,2.3
10446,199,3.8
10446,90,1.8
10446,51,4.8
10446,53,1.8
10446,83,3.5
10446,74,4.2
10446,96,3.2
10446,131,2.6
10446,56,2.2
10446,184,2.3
10446,129,3.4
10446,192,3.4
10446,47,4.1
10446,140,2.9
10446,123,3.2
10446,77,4.1
10446,42,3.6
10446,188,4.8
10446,73,2.5
10446,72,3.6
10446,175,1.1
10446,141,3.5
10446,14,2.9
10446,68,3.5
10446,26,2.3
10446,180,4.8
10446,75,3.5
10446,3,2.4
10446,114,3.8
10446,93,2.1
10446,187,2.2
10446,186,3.3
10446,132,1.7
10446,166,3.3
10446,135,2.6
10446,82,3.3
10446,20,3.5
10446,60,2.9
10446,161,2.9
10446,18,3
10446,159,3
10446,156,1.4
10622,109,3.9
10622,5,3.8
10622,192,3.4
10622,198,3.4
10622,121,2.8
10622,15,2
10622,79,3.4
10622,38,3.1
10622,142,2.2
10622,180,4.8
10622,152,2.1
10622,160,2.6
10622,200,2.5
10622,176,2.8
10622,102,4.1
10622,149,3.2
10622,8,2.3
10622,20,3.5
10622,4,2.8
10622,27,3.2
10622,122,2.3
10622,85,4.7
10622,40,3.5
10622,77,4.1
10622,151,2
10622,108,2.7
10622,92,3
10622,11,2.2
10622,123,3.2
10622,117,3.4
10622,134,3.2
10622,125,2.5
10622,112,3
10622,154,2.9
10622,66,3.3
10622,14,2.9
10622,45,3.1
10622,136,4.6
10622,81,3
10622,183,2.4
10622,107,2.8
10622,128,1.9
10622,22,2.3
10622,57,2.3
10622,43,3.6
10622,182,2.5
10622,141,3.5
10622,155,2.2
10622,126,3.1
10622,114,3.8
10622,30,4.3
10622,75,3.5
10622,50,1.9
10622,132,1.7
10622,53,1.8
10622,166,3.3
10622,91,4.2
10622,31,3.1
10622,35,2.8
10622,110,1.7
10622,59,2.2
10622,174,3.3
10622,82,3.3
10622,55,3.5
10622,171,2.4
10622,170,2.6
10622,63,2.6
10622,46,4.2
10622,101,3.5
10622,165,3.6
10622,100,3.1
10622,196,3.7
10622,39,2.4
10622,67,2.4
10622,84,4.5
10622,158,2.7
10622,56,2.2
10622,95,4.3
10622,138,3.2
10622,162,3.3
10622,24,2.8
10622,119,2.8
10622,64,1.5
10622,189,2.9
10622,172,3.1
10622,104,2
10622,120,2.8
10622,187,2.2
10622,153,3.2
10622,143,2.6
10622,147,3.1
10622,106,3.6
10437,107,2.8
10437,82,3.3
10437,67,2.4
10437,124,3.2
10437,106,3.6
10437,136,4.6
10437,3,2.4
10437,69,4.5
10437,59,2.2
10437,163,4.1
10437,115,2.7
10437,2,4
10437,99,1.5
10437,176,2.8
10437,126,3.1
10437,68,3.5
10437,51,4.8
10437,114,3.8
10437,182,2.5
10437,142,2.2
10437,159,3
10437,56,2.2
10437,7,2.6
10437,162,3.3
10437,65,3.4
10437,89,3.8
10437,105,2.6
10437,127,4
10437,37,2.5
10437,20,3.5
10437,17,3.4
10437,133,2.3
10437,49,2.8
10437,144,3.3
10437,16,1.5
10437,104,2
10437,62,3.4
10437,140,2.9
10437,33,1.7
10437,101,3.5
10437,41,1.9
10437,31,3.1
10437,116,3.1
10437,35,2.8
10437,147,3.1
10437,39,2.4
10437,169,2.4
10437,96,3.2
10437,149,3.2
10154,51,4.8
10154,25,2.9
10154,84,4.5
10154,7,2.6
10154,147,3.1
10154,41,1.9
10154,15,2
10154,11,2.2
10154,10,3.5
10154,38,3.1
10154,114,3.8
10154,93,2.1
10154,77,4.1
10154,150,2.8
10154,92,3
10154,69,4.5
10154,65,3.4
10154,86,2.5
10154,32,2.2
10154,56,2.2
10154,137,2.2
10154,20,3.5
10154,24,2.8
10154,141,3.5
10154,143,2.6
10154,68,3.5
10154,136,4.6
10154,87,3.2
10154,108,2.7
10154,26,2.3
10154,175,1.1
10154,6,3.1
10154,152,2.1
10154,195,3.4
10154,164,2.9
10154,194,3.1
10154,169,2.4
10154,31,3.1
10154,122,2.3
10154,104,2
10154,101,3.5
10154,59,2.2
10154,110,1.7
10154,23,4.6
10154,171,2.4
10154,188,4.8
10154,94,2.3
10154,187,2.2
10154,109,3.9
10154,74,4.2
10154,172,3.1
10154,139,3.2
10154,142,2.2
10154,159,3
10154,14,2.9
10154,173,2.7
10154,47,4.1
10154,17,3.4
10154,53,1.8
10154,2,4
10154,97,2.7
10154,185,2.7
10154,54,2.5
10154,12,3.2
10154,98,2.3
10154,148,2.3
10154,117,3.4
10154,126,3.1
10154,176,2.8
10154,30,4.3
10154,3,2.4
10154,60,2.9
10154,52,3.5
10154,102,4.1
10154,71,3.1
10955,154,2.9
10955,59,2.2
10955,54,2.5
10955,181,1.5
10955,152,2.1
10955,124,3.2
10955,141,3.5
10955,128,1.9
10955,140,2.9
10955,118,2.8
10955,126,3.1
10955,113,2.4
10955,10,3.5
10955,85,4.7
10955,146,1.8
10955,144,3.3
10955,97,2.7
10955,150,2.8
10955,88,2.7
10955,103,3.8
10955,35,2.8
10955,148,2.3
10955,170,2.6
10955,157,4.1
10955,20,3.5
10955,1,3.6
10955,38,3.1
10955,122,2.3
10955,74,4.2
10955,44,3
10955,143,2.6
10955,196,3.7
10955,93,2.1
10955,15,2
10955,142,2.2
10955,92,3
10955,37,2.5
10955,4,2.8
10955,178,2.6
10955,111,3.6
10955,130,3
10955,137,2.2
10955,83,3.5
10955,192,3.4
10955,159,3
10955,16,1.5
10381,150,2.8
10381,36,2.5
10381,56,2.2
10381,96,3.2
10381,67,2.4
10381,120,2.8
10381,147,3.1
10381,52,3.5
10381,167,4.1
10381,169,2.4
10381,10,3.5
10381,81,3
10381,74,4.2
10381,117,3.4
10381,9,3
10381,7,2.6
10381,175,1.1
10381,16,1.5
10381,148,2.3
10381,128,1.9
10381,47,4.1
10381,153,3.2
10381,131,2.6
10381,49,2.8
10381,130,3
10381,15,2
